图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,airport_inside-预测置信度,artstudio-预测置信度,auditorium-预测置信度,bakery-预测置信度,bar-预测置信度,bathroom-预测置信度,bedroom-预测置信度,bookstore-预测置信度,bowling-预测置信度,buffet-预测置信度,casino-预测置信度,children_room-预测置信度,church_inside-预测置信度,classroom-预测置信度,cloister-预测置信度,closet-预测置信度,clothingstore-预测置信度,computerroom-预测置信度,concert_hall-预测置信度,corridor-预测置信度,deli-预测置信度,dentaloffice-预测置信度,dining_room-预测置信度,elevator-预测置信度,fastfood_restaurant-预测置信度,florist-预测置信度,gameroom-预测置信度,garage-预测置信度,greenhouse-预测置信度,grocerystore-预测置信度,gym-预测置信度,hairsalon-预测置信度,hospitalroom-预测置信度,inside_bus-预测置信度,inside_subway-预测置信度,jewelleryshop-预测置信度,kindergarden-预测置信度,kitchen-预测置信度,laboratorywet-预测置信度,laundromat-预测置信度,library-预测置信度,livingroom-预测置信度,lobby-预测置信度,locker_room-预测置信度,mall-预测置信度,meeting_room-预测置信度,movietheater-预测置信度,museum-预测置信度,nursery-预测置信度,office-预测置信度,operating_room-预测置信度,pantry-预测置信度,poolinside-预测置信度,prisoncell-预测置信度,restaurant-预测置信度,restaurant_kitchen-预测置信度,shoeshop-预测置信度,stairscase-预测置信度,studiomusic-预测置信度,subway-预测置信度,toystore-预测置信度,trainstation-预测置信度,tv_studio-预测置信度,videostore-预测置信度,waitingroom-预测置信度,warehouse-预测置信度,winecellar-预测置信度
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0321.jpg,0,airport_inside,0,airport_inside,61,trainstation,42,lobby,True,0.98950505,5.6388703e-06,5.3367185e-06,7.982695e-06,0.00023866873,3.1205877e-06,2.6120384e-07,8.066623e-06,3.0616473e-05,2.2023218e-05,9.557111e-05,6.6061045e-07,1.1078916e-06,6.7568715e-07,1.3592626e-05,7.5691923e-07,4.21777e-05,6.584681e-05,4.2388965e-05,0.00013309937,0.00011836432,2.43265e-07,2.451048e-06,6.0003085e-06,6.889531e-06,1.6326901e-05,4.963924e-06,2.4275772e-05,1.4956823e-05,3.3109416e-05,7.866505e-05,2.1598496e-06,2.5737241e-05,2.332673e-07,1.120216e-06,8.730539e-06,5.0878325e-06,3.144472e-06,5.2642e-05,2.9454093e-06,3.070276e-05,4.263998e-05,0.0024856196,4.7677627e-06,0.00053214724,0.00043215268,2.0388785e-05,0.00015684853,1.2154379e-06,8.695635e-05,3.4274208e-07,1.263318e-06,5.7084013e-05,2.3629986e-05,5.726495e-06,1.0118358e-06,4.4617413e-05,0.00015263354,4.0696373e-06,6.4251704e-05,3.296672e-05,0.0026975435,3.314216e-06,1.0375082e-05,0.0024554152,2.0452135e-05,1.2391515e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0352.jpg,0,airport_inside,0,airport_inside,61,trainstation,59,subway,True,0.9962746,2.272683e-06,3.239265e-06,1.6491351e-06,5.005046e-05,4.6471737e-07,8.8282865e-09,1.3978525e-06,1.6502403e-05,2.868388e-06,4.5490353e-05,1.879355e-07,4.921349e-07,1.0917735e-07,6.270533e-06,6.3986604e-08,2.816167e-06,9.71756e-06,2.9885252e-06,8.6415464e-05,0.00021370294,1.3041379e-06,5.3747993e-07,1.9457122e-05,2.121393e-05,2.107593e-06,1.8750798e-07,2.6680302e-06,5.0874646e-06,1.3381601e-05,3.1177685e-06,4.946513e-07,4.7690237e-06,6.4995646e-07,6.4018444e-05,1.6282007e-06,6.1459224e-07,4.6584356e-07,8.621251e-06,1.02745025e-05,4.1386165e-06,3.6802862e-07,0.00022372948,3.048063e-07,0.00010802191,2.1047806e-06,1.987928e-06,1.7517697e-05,1.2552138e-07,5.139753e-06,7.280167e-07,2.1424705e-07,7.056735e-06,1.5379532e-06,2.3611508e-06,1.3637055e-06,2.214394e-05,0.0004185178,1.9578184e-07,0.0008644271,4.414169e-06,0.0013655699,4.6555488e-07,1.1368884e-06,6.3403684e-05,7.415752e-07,3.863423e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0389.jpg,0,airport_inside,0,airport_inside,64,waitingroom,61,trainstation,True,0.9866831,9.198796e-06,9.2293485e-06,2.5376016e-06,9.991099e-05,6.390429e-06,1.722698e-07,5.6801728e-06,3.3869648e-05,2.1686252e-05,7.192092e-05,2.5628412e-06,2.4380091e-05,7.9969e-06,0.0001410377,2.442902e-06,1.911594e-05,4.1587497e-05,1.4475836e-05,0.00011182545,0.00011201095,7.5444286e-06,1.0815732e-05,0.0009354016,1.9507996e-05,9.428289e-06,2.7399367e-06,3.8781855e-05,2.4198853e-05,7.671207e-06,4.9976916e-05,2.689069e-06,7.673852e-05,6.343268e-06,6.486457e-05,1.5154323e-05,2.8054287e-06,8.5091216e-07,2.878353e-05,2.4113939e-05,6.1778765e-06,7.991587e-06,0.0005895725,5.683622e-05,0.00023855572,0.00047056752,6.2907646e-05,0.00031439064,4.5820818e-07,0.00015975662,7.303293e-06,8.593683e-07,1.2370745e-05,4.5181565e-05,5.8883293e-06,2.896689e-06,7.22279e-05,0.00022620622,5.718584e-06,0.00012807043,2.2133385e-05,0.003768087,8.11304e-06,1.6900161e-05,0.0049976106,2.1186153e-05,2.5878262e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0428.jpg,0,airport_inside,59,subway,34,inside_subway,61,trainstation,False,0.036318,3.7423444e-05,1.2114763e-05,6.982534e-06,4.799966e-05,4.7794406e-06,1.35818015e-08,7.198957e-06,6.870154e-05,1.0746011e-05,3.7827944e-05,1.7453031e-07,0.00012464992,3.7091863e-07,4.99237e-05,2.8509623e-07,6.438037e-06,2.0906242e-05,4.676771e-05,0.0006499035,0.00024459398,3.2352764e-06,3.4170822e-07,0.0014637675,2.856351e-05,3.5843052e-06,2.5821537e-06,2.469221e-05,1.6820968e-05,1.29612e-05,3.257134e-05,4.1026715e-06,3.8589837e-06,2.3051938e-05,0.07620558,3.5362773e-05,3.4356701e-06,5.1242256e-07,9.142694e-05,3.2818991e-06,2.3244547e-05,8.5156717e-07,0.00049875566,1.7991558e-06,0.0006346052,3.591082e-05,5.0660146e-05,0.015953006,2.3276756e-07,2.2678865e-05,3.2206322e-06,6.2680004e-07,2.1864073e-05,9.0589056e-05,1.5739166e-05,8.25124e-07,0.000100861245,0.0039917487,1.927173e-05,0.81745005,5.774647e-06,0.045206584,4.1647163e-06,3.6772588e-05,6.933626e-05,8.331216e-06,9.701202e-05
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0507.jpg,0,airport_inside,0,airport_inside,64,waitingroom,61,trainstation,True,0.8962347,1.4633098e-05,2.2214228e-05,7.1448426e-06,0.00018722756,2.300561e-06,6.026972e-08,1.9732153e-05,1.0989386e-05,4.56965e-05,4.2135704e-05,2.1935007e-06,1.08590975e-05,3.073287e-06,3.3364016e-05,2.0257788e-07,7.49043e-06,6.75201e-05,2.4803681e-05,8.721234e-05,0.00017129691,4.041844e-06,7.698403e-06,7.68073e-06,0.00012940656,0.00010891826,3.9439924e-06,6.4128193e-07,2.4452485e-05,1.6180842e-05,1.1673499e-05,2.3832663e-05,3.8229493e-05,2.9927825e-05,0.00017177689,1.3412854e-05,1.4225405e-05,8.292539e-07,2.2956134e-05,1.5057053e-05,7.57516e-05,5.2408086e-05,0.002604858,1.1061844e-05,0.000120447985,0.00039653695,2.3370736e-05,1.7360502e-05,4.1891476e-06,0.00015006671,8.0901435e-07,4.073519e-07,0.0001622964,4.2747397e-05,8.1877646e-05,3.2111222e-06,5.6794597e-05,0.0005360664,4.4293497e-06,0.00045613534,1.9911453e-05,0.0043704947,3.4479663e-06,1.2586339e-05,0.09315008,2.0469263e-06,8.5556576e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0568.jpg,0,airport_inside,61,trainstation,59,subway,24,fastfood_restaurant,False,0.015402561,4.486151e-05,6.9055386e-05,0.00052021036,0.00056121056,4.0990202e-05,9.4200885e-08,0.0009886443,9.921024e-05,4.8798152e-05,0.0020242762,7.392111e-07,3.1386928e-06,2.2713543e-06,1.0005509e-05,5.08038e-06,0.0083735725,0.00016060623,0.00051214226,0.0009283999,0.0018560785,9.8987395e-05,9.5282445e-07,0.004132068,0.01837502,0.00018786085,3.4938148e-05,0.00042877533,0.0001858334,0.003812954,0.00052062824,0.00040426492,3.9380135e-05,3.7152007e-05,0.007878046,0.0010904686,0.00011249867,5.4995176e-06,0.00044213308,0.00047619152,0.00049618946,7.031837e-06,0.00721514,0.00033609412,0.0092216525,0.0003146119,0.00080302195,0.0007763481,7.0506594e-06,0.0010300942,1.4193678e-05,7.3562414e-06,6.914567e-05,0.00071682513,0.005501335,0.000117016694,0.0008915946,0.00041728225,2.31966e-05,0.36740756,0.003944148,0.51841044,0.00010814991,0.0021807968,0.009882281,0.00016470083,2.1142368e-05
<DATA_ROOT>/dataset/test/artstudio/artist_studio_40_09_altavista.jpg,1,artstudio,1,artstudio,47,museum,35,jewelleryshop,True,0.00012611225,0.9305304,2.157452e-05,0.00043897773,0.00047237123,0.00013192448,0.0011821332,0.00044837748,2.0061565e-05,1.8657252e-05,2.082338e-05,0.00020036279,0.00028584825,0.00071752537,1.2237184e-05,7.726118e-05,0.0007897584,0.0013099706,2.871985e-05,0.00050358905,0.0002052712,0.00014406454,0.00023864028,0.000114858914,7.643961e-05,0.00070325274,0.00071685377,0.0023310785,0.00013906523,3.9952207e-05,5.571902e-05,0.00025767655,3.2540967e-05,0.00015260019,0.00010052569,0.0078575155,0.00014008483,0.00030175358,0.00082527625,0.00028868864,0.0001293869,0.00038686037,0.00027901898,0.00022896512,2.843107e-05,0.0002760209,2.8842018e-05,0.025568767,0.0005691303,0.004278393,0.00028424006,0.00020196584,5.0916842e-05,0.00086745434,0.00013032237,0.00023242181,0.004453817,0.00026475196,0.0004863472,2.9693554e-05,0.005484499,0.00018803182,0.0013092337,0.0002937975,0.0006795273,0.001198605,1.2049624e-05
<DATA_ROOT>/dataset/test/artstudio/artist_studio_50_02_altavista.jpg,1,artstudio,1,artstudio,47,museum,62,tv_studio,True,3.9973726e-05,0.9022311,2.329029e-05,1.634425e-05,0.0006228856,5.1685613e-05,0.0007919891,0.0008591403,4.5437944e-05,0.00025154182,0.00011300604,0.0021693334,7.968139e-05,0.0006264086,8.91244e-06,5.8218146e-05,0.00012253606,1.998491e-05,0.00013109292,7.631823e-05,0.00081898324,5.081505e-05,0.0002839891,0.00063361006,2.3574043e-05,0.0001001625,0.00014543193,0.0003823408,0.0002352781,5.152085e-05,0.00018831852,0.00025189135,3.2368098e-05,2.9434299e-05,0.00012479663,0.000580858,0.0052714217,8.341392e-05,0.00032155635,4.089821e-06,0.00035722676,0.00022759223,0.00010180651,0.000164033,0.0005025363,0.00038829292,0.00018062053,0.05420686,0.0026888892,0.0010991403,6.999609e-05,3.1091662e-05,1.7431777e-05,0.00012882122,0.0003079675,7.0368485e-05,0.0003757819,0.00020420583,0.0009469508,0.00011453467,0.0017818531,0.00010172033,0.016793238,0.0006429622,0.0003261856,0.00020818459,8.986127e-06
<DATA_ROOT>/dataset/test/artstudio/artist_studio_50_13_altavista.jpg,1,artstudio,1,artstudio,50,operating_room,49,office,True,0.0007808098,0.90451884,2.1770833e-05,0.000962448,0.0021999793,0.0064837467,0.0004903698,0.00028875453,5.546397e-05,0.0007260118,0.00014201958,0.0008246776,0.00033198376,0.00019422443,8.906531e-06,0.0007505166,0.000289473,1.8243754e-05,0.000349721,0.0002826369,0.00066068204,0.0007694644,0.0024735597,0.0031227777,0.0013045763,0.00048125038,0.00023029596,0.00018094594,0.000118735385,0.00029302214,0.00013570952,0.00080664863,0.00027253656,0.0007043583,0.0020757832,0.00075211737,0.00039017768,0.00039929114,0.0021299596,0.0007171308,5.1918367e-05,0.00039964615,6.573733e-05,0.0006381712,0.00075253344,0.00077024125,0.00015964372,0.0051448797,0.002097074,0.007297204,0.014546282,0.0015465921,6.837799e-05,0.0048731836,0.0011097778,0.000591912,0.00055446336,0.005154968,0.004915453,0.0006735471,0.0038307954,0.0015096965,0.0028560783,0.0004228962,0.0015968034,0.0001672991,0.00046530386
<DATA_ROOT>/dataset/test/artstudio/artist_studio_50_15_altavista.jpg,1,artstudio,1,artstudio,49,office,58,studiomusic,True,7.457607e-06,0.9750744,4.498849e-06,2.0365316e-05,0.00011674853,2.0723182e-05,0.0010420717,0.0016112643,4.4468234e-07,8.149813e-06,4.5949105e-06,6.383287e-05,8.54597e-05,0.0010677426,1.2155879e-06,4.592486e-05,1.2850566e-05,6.181008e-05,1.25980005e-05,4.9673495e-06,7.148901e-05,0.00072969997,0.0011070899,1.954785e-05,1.1454485e-05,8.491425e-05,2.3755894e-05,2.109615e-05,2.2905779e-06,3.1940583e-06,9.674423e-06,0.0007044626,5.3304662e-05,2.496015e-05,6.9671223e-06,0.00012103466,0.00011018082,1.4025217e-05,0.0007485318,2.7702545e-06,0.0017355952,0.00090848835,7.64197e-06,2.8546738e-05,1.4518889e-05,0.00048224058,1.9361427e-05,0.0016470158,0.00029283197,0.005682608,0.0007752489,0.00013850644,5.607661e-06,6.362234e-05,2.0130394e-05,1.2282413e-05,6.5526976e-05,0.0004390373,0.0028185034,2.1147566e-06,2.8330905e-05,3.475342e-05,0.0013450092,3.390604e-05,0.00023779615,2.0753878e-05,2.5238228e-06
